modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.aggregate_report_country__v,Aggregate Report Country,name__v,Name,String,128,
,Object.aggregate_report_country__v,Aggregate Report Country,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.aggregate_report_country__v,Aggregate Report Country,state__v,Lifecycle State,String,100,
,Object.aggregate_report_country__v,Aggregate Report Country,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.aggregate_report_country__v,Aggregate Report Country,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,id,ID,String,100,
,Object.aggregate_report_destination__v,Aggregate Report Destination,modified_date__v,Last Modified Date,DateTime,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,actual_submission_date__v,Actual Submission Date,Date,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,aggregate_report__v,Aggregate Report,Relationship,,Object.aggregate_report__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,aggregate_report_type__v,Aggregate Report Type,Relationship,,Object.object_type__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,aggregate_reporting_group__v,Aggregate Reporting Group,Relationship,,Object.aggregate_reporting_group__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,applicable_market__v,Applicable Market,Relationship,,Object.country__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,created_by__v,Created By,Relationship,,Object.user__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,created_date__v,Created Date,DateTime,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,external_id__v,External ID,String,50,
,Object.aggregate_report_destination__v,Aggregate Report Destination,global_id__sys,Global ID,String,200,
,Object.aggregate_report_destination__v,Aggregate Report Destination,health_authority__v,Health Authority,Relationship,,Object.organization__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,health_authority_approval_date__v,Health Authority Approval Date,Date,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,health_authority_decision_date__v,Health Authority Decision Date,Date,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,lifecycle__v,Lifecycle,String,100,
,Object.aggregate_report_destination__v,Aggregate Report Destination,link__sys,Link,String,255,
,Object.aggregate_report_destination__v,Aggregate Report Destination,masked__v,Masked,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,name__v,Name,String,128,
,Object.aggregate_report_destination__v,Aggregate Report Destination,object_type__v,Aggregate Report Destination Type,Relationship,,Object.object_type__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,planned_submission_date__v,Planned Submission Date,Date,,
,Object.aggregate_report_destination__v,Aggregate Report Destination,pv_agreement__v,PV Agreement,Relationship,,Object.pv_agreement__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,pva_activity__v,PVA Activity,Relationship,,Object.pva_activity__v
,Object.aggregate_report_destination__v,Aggregate Report Destination,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,state__v,Lifecycle State,String,100,
,Object.aggregate_report_destination__v,Aggregate Report Destination,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.aggregate_report_destination__v,Aggregate Report Destination,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_intervals__v,Aggregate Report Interval,id,ID,String,100,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,modified_date__v,Last Modified Date,DateTime,,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,created_by__v,Created By,Relationship,,Object.user__sys
,Object.aggregate_report_intervals__v,Aggregate Report Interval,created_date__v,Created Date,DateTime,,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,current_aggregate_report__v,Current Aggregate Report,Relationship,,Object.aggregate_report__v
,Object.aggregate_report_intervals__v,Aggregate Report Interval,current_interval__v,Current Interval,Boolean,,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,global_id__sys,Global ID,String,200,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,interval_end_date__v,Interval End Date,Date,,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,interval_start_date__v,Interval Start Date,Date,,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,lifecycle__v,Lifecycle,String,100,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,link__sys,Link,String,255,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.aggregate_report_intervals__v,Aggregate Report Interval,name__v,Name,String,128,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,previous_aggregate_report__v,Previous Aggregate Report,Relationship,,Object.aggregate_report__v
,Object.aggregate_report_intervals__v,Aggregate Report Interval,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.aggregate_report_intervals__v,Aggregate Report Interval,state__v,Lifecycle State,String,100,
,Object.aggregate_report_intervals__v,Aggregate Report Interval,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.aggregate_report_intervals__v,Aggregate Report Interval,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_task__v,Aggregate Report Section,id,ID,String,100,
,Object.aggregate_report_task__v,Aggregate Report Section,modified_date__v,Last Modified Date,DateTime,,
,Object.aggregate_report_task__v,Aggregate Report Section,aggregate_report__v,Aggregate Report,Relationship,,Object.aggregate_report__v
,Object.aggregate_report_task__v,Aggregate Report Section,aggregate_report_destination__v,Aggregate Report Destination,Relationship,,Object.aggregate_report_destination__v
,Object.aggregate_report_task__v,Aggregate Report Section,aggregate_report_template__v,Aggregate Report Template,Relationship,,Object.aggregate_report_template__v
,Object.aggregate_report_task__v,Aggregate Report Section,aggregate_report_template_item__v,Aggregate Report Template Item,Relationship,,Object.aggregate_report_template_item__v
,Object.aggregate_report_task__v,Aggregate Report Section,aggregate_report_type__v,Aggregate Report Type,Relationship,,Object.object_type__v
,Object.aggregate_report_task__v,Aggregate Report Section,assigned_to__v,Assigned To,Relationship,,Object.user__sys
,Object.aggregate_report_task__v,Aggregate Report Section,complete__v,Complete,Boolean,,
,Object.aggregate_report_task__v,Aggregate Report Section,completion_date__v,Completion Date,Date,,
,Object.aggregate_report_task__v,Aggregate Report Section,created_by__v,Created By,Relationship,,Object.user__sys
,Object.aggregate_report_task__v,Aggregate Report Section,created_date__v,Created Date,DateTime,,
,Object.aggregate_report_task__v,Aggregate Report Section,description__v,Description,String,500,
,Object.aggregate_report_task__v,Aggregate Report Section,document_to_generate__v,Document to Generate,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_task__v,Aggregate Report Section,due_date__v,Due Date,Date,,
,Object.aggregate_report_task__v,Aggregate Report Section,external_id__v,External ID,String,50,
,Object.aggregate_report_task__v,Aggregate Report Section,global_id__sys,Global ID,String,200,
,Object.aggregate_report_task__v,Aggregate Report Section,lifecycle__v,Lifecycle,String,100,
,Object.aggregate_report_task__v,Aggregate Report Section,link__sys,Link,String,255,
,Object.aggregate_report_task__v,Aggregate Report Section,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.aggregate_report_task__v,Aggregate Report Section,name__v,Name,String,128,
,Object.aggregate_report_task__v,Aggregate Report Section,object_type__v,Aggregate Report Task Type,Relationship,,Object.object_type__v
,Object.aggregate_report_task__v,Aggregate Report Section,report_document__v,Report Document,Relationship,,Document.document_version__sys
,Object.aggregate_report_task__v,Aggregate Report Section,report_document_log__v,Report Document (Log),Relationship,,Document.document_version__sys
,Object.aggregate_report_task__v,Aggregate Report Section,report_document_log_unbound__v,Report Document (Log) (unbound),Number,,
,Object.aggregate_report_task__v,Aggregate Report Section,report_document_masked__v,Report Document (Masked),Relationship,,Document.document_version__sys
,Object.aggregate_report_task__v,Aggregate Report Section,report_document_masked_unbound__v,Report Document (Masked) (unbound),Number,,
,Object.aggregate_report_task__v,Aggregate Report Section,report_document_unbound__v,Report Document (unbound),Number,,
,Object.aggregate_report_task__v,Aggregate Report Section,report_format__v,Report Format,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_task__v,Aggregate Report Section,section_status__v,Section Status,String,1,
,Object.aggregate_report_task__v,Aggregate Report Section,source_report__v,Source Report,Relationship,,
,Object.aggregate_report_task__v,Aggregate Report Section,source_report_prompt__v,Source Report Prompt,String,1500,
,Object.aggregate_report_task__v,Aggregate Report Section,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.aggregate_report_task__v,Aggregate Report Section,state__v,Lifecycle State,String,100,
,Object.aggregate_report_task__v,Aggregate Report Section,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.aggregate_report_task__v,Aggregate Report Section,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_task__v,Aggregate Report Section,tabulation_generation_date__v,Tabulation Generation Date,DateTime,,
,Object.aggregate_report_task__v,Aggregate Report Section,task_order__v,Task Order,Number,,
,Object.aggregate_report_template__v,Aggregate Report Template,id,ID,String,100,
,Object.aggregate_report_template__v,Aggregate Report Template,modified_date__v,Last Modified Date,DateTime,,
,Object.aggregate_report_template__v,Aggregate Report Template,aggregate_report_type__v,Aggregate Report Type,Picklist,46,Picklist.picklist__sys
,Object.aggregate_report_template__v,Aggregate Report Template,applicable_market__v,Applicable Market,Relationship,,Object.country__v
,Object.aggregate_report_template__v,Aggregate Report Template,core_template__v,Core Template,Relationship,,Object.aggregate_report_template__v
,Object.aggregate_report_template__v,Aggregate Report Template,created_by__v,Created By,Relationship,,Object.user__sys
,Object.aggregate_report_template__v,Aggregate Report Template,created_date__v,Created Date,DateTime,,
,Object.aggregate_report_template__v,Aggregate Report Template,external_id__v,External ID,String,50,
,Object.aggregate_report_template__v,Aggregate Report Template,global_id__sys,Global ID,String,200,
,Object.aggregate_report_template__v,Aggregate Report Template,health_authority__v,Health Authority,Relationship,,Object.organization__v
